student,week,question_id,session_id,created_at,trigger_source,trigger_surface,question_type,error_source,error_code,error_severity,max_level_reached,cache_hit,helpful_rating,self_reported_outcome,post_confidence,help_latency_ms,edits_before_ask,recurring_error_count,recurring_concept_count,ms_since_previous_same_error,selection_line_count,selection_char_count,latency_ms,prompt_tokens,completion_tokens
S02,3,c1b06419-f989-445d-9c89-81e285da1c59,0090f565-299f-4255-8505-230aa9a5025a,2030-03-19T07:50:17.134Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,,,maybe,68160,2,5,7,605420939,,,5488,1399,570
S24,3,4028c387-d3ac-4a24-9ce6-3f93be82f292,f88baae5-c53d-4212-a979-8f821e825967,2030-03-19T07:50:29.614Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,0,0,,solved,,36322,3,0,1,,,,4381,1678,484
S16,3,5522fba2-bcce-4127-8bc2-442c4f96b636,57571fd7-3d53-4a49-a39d-f140e3ba3ea2,2030-03-19T07:50:30.549Z,selection,selection_lightbulb,what_does_this_do,,,,0,0,1,,yes,,,0,0,,3,96,7643,1485,552
S21,3,b80ba681-a39d-42b6-bfe3-f6b3d6cf66c7,91b1bf0e-eef2-45b1-9550-6cfe94017aa0,2030-03-19T07:51:27.541Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,,still_stuck,,53283,1,0,4,,,,5285,1555,559
S14,3,1247df87-0885-4fc1-9d03-36a500146468,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T07:51:32.868Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,1,1,solved,no,30127,2,5,5,302167,,,,,
S03,3,099c98c3-a38e-4f85-aab3-a4248245be06,ca2b99ad-d932-4466-91f5-70c6ac60edcf,2030-03-19T07:51:41.334Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,2,0,1,,yes,21911,1,0,0,,,,3925,1971,487
S16,3,b97854e7-ef9b-4354-85e5-125482fb2b9f,57571fd7-3d53-4a49-a39d-f140e3ba3ea2,2030-03-19T07:54:29.089Z,selection,selection_codelens,why_works,,,,0,0,1,,,,,0,1,,23,460,3017,1818,586
S14,3,9ec4b577-dc20-4147-a6a2-e49ba184904d,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T07:55:27.192Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,,,,10130,7,3,3,1209445102,,,4634,1830,724
S14,3,b2cf3d8e-5be0-4414-93b8-7e5a4f5cfdd6,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T07:56:18.001Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,,,42857,4,6,6,285133,,,4129,1563,565
S14,3,966a49e2-b615-482d-a69f-f1586cabbb5c,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T07:56:38.731Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,3,0,,still_stuck,no,10846,1,7,7,20730,,,3606,1743,529
S05,3,b2e924e3-b091-4547-ad2b-984bcaa2b2fb,a495f076-aff1-4a34-b303-f2595e7bc6d1,2030-03-19T07:57:19.111Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,yes,11885,0,1,1,2818531,,,4292,1932,567
S06,3,392d9dc6-faa8-4c00-a56a-8cf7e85a476d,d7a1cec8-3c57-4631-bc05-0502b722e67f,2030-03-19T07:59:08.424Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,1,solved,,9264,1,1,1,1209265056,,,6778,1479,607
S14,3,1ab083d8-7625-465d-8926-52bb381742e7,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T07:59:12.215Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,,solved,,60016,3,4,4,225023,,,3013,1736,462
S20,3,c791a0d2-e0f7-432f-a2d3-134f696f1cc2,381daf77-05a1-4010-9527-d281c6fe5ce3,2030-03-19T07:59:55.788Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,1,,,,124270,3,0,0,,,,,,
S02,3,d9326f9c-051b-4247-a895-e7a4d50d1870,0090f565-299f-4255-8505-230aa9a5025a,2030-03-19T08:00:31.837Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,2,0,1,still_stuck,maybe,21829,7,2,2,1708949,,,6509,1784,492
S07,3,2fb70128-c4c4-41f6-a415-32c0625838df,db3cdf5d-438c-4196-a851-ce946a41ce5d,2030-03-19T08:02:47.757Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,solved,,25950,5,1,1,602920815,,,7033,1785,642
S14,3,4d807a84-c7c8-4bff-b1a2-1027105de026,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T08:04:38.896Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,-1,solved,no,9791,3,2,4,1526870,,,4173,1868,432
S14,3,321e06f1-6c55-4630-a009-7c5b92516f8f,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T08:08:39.004Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,1,,,32085,1,5,5,566789,,,8126,1809,456
S21,3,2f8ab4cd-4778-4e5c-8d77-a8919f3fb24f,91b1bf0e-eef2-45b1-9550-6cfe94017aa0,2030-03-19T08:10:07.681Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,0,0,,,,191284,1,2,2,1207781136,,,10301,1731,389
S22,3,a3002354-251c-4a06-b070-93277c060d16,83c03f77-73cf-4822-9f79-11b264bdbbeb,2030-03-19T08:11:19.871Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,3,0,,,,49062,2,3,3,1211550799,,,4795,1603,427
S06,3,66d5fa5c-5a1a-4a92-b936-f93f81389ecf,d7a1cec8-3c57-4631-bc05-0502b722e67f,2030-03-19T08:13:24.519Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,,,175798,1,2,2,1211718037,,,4666,1692,567
S15,3,dcb5d676-3830-4d4a-b9c3-e933efecc83a,1788d594-6f2d-4574-9809-01d9f96a06fd,2030-03-19T08:17:01.455Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,1,1,,,56757,0,1,1,607837405,,,,,
S20,3,3fe60d88-fb1f-4cbf-bfef-61e19e723e90,381daf77-05a1-4010-9527-d281c6fe5ce3,2030-03-19T08:17:06.468Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,1,solved,,14621,4,1,2,915042326,,,5535,1486,601
S17,3,a478aa12-4e71-4e5e-aba7-30f63c7e9895,e2434d30-2822-4b49-9b2e-494f29a85a3a,2030-03-19T08:17:35.863Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,0,0,1,still_stuck,,28733,5,1,1,4068271,,,4578,1565,699
S22,3,bea13374-5b47-4987-90cb-dd28d4297ec9,83c03f77-73cf-4822-9f79-11b264bdbbeb,2030-03-19T08:17:42.233Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,solved,no,8204,2,2,2,1209681602,,,6717,1497,681
S22,3,321f8ff6-1ac8-4ac2-9a1d-52aea505a94c,83c03f77-73cf-4822-9f79-11b264bdbbeb,2030-03-19T08:19:07.182Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,-1,,,3498,0,3,3,84949,,,3241,1977,535
S10,3,81e54f7c-3f17-42a7-b750-42c893ad9129,a6435771-812c-49fe-9268-4d80ca3b10bb,2030-03-19T08:19:15.203Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,1,,,90375,5,2,2,1210656949,,,4995,2379,493
S05,3,394a2ec6-4d35-4ad1-a8f6-4d91b21e0e98,a495f076-aff1-4a34-b303-f2595e7bc6d1,2030-03-19T08:19:15.419Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,,still_stuck,no,68352,0,2,2,607640553,,,5213,1995,614
S13,3,38f1b583-4085-40ea-968f-d828e4f94e6d,14874da9-eafe-48aa-9ee5-96ffbf832430,2030-03-19T08:20:04.026Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,,,yes,22982,3,0,0,,,,5945,1579,576
S02,3,91fee9a1-1693-4d27-bda5-f0a22ef8e25f,0090f565-299f-4255-8505-230aa9a5025a,2030-03-19T08:23:36.747Z,selection,command_palette,what_does_this_do,,,,0,0,1,,maybe,,,0,0,,17,578,3574,1634,570
S20,3,fe7dd231-ec5b-4e66-9062-4f42564ee7e1,381daf77-05a1-4010-9527-d281c6fe5ce3,2030-03-19T08:24:17.505Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,1,still_stuck,no,69107,3,2,3,431037,,,4849,1274,579
S10,3,70d90472-cd66-49d6-99e8-820a6f88ac8f,a6435771-812c-49fe-9268-4d80ca3b10bb,2030-03-19T08:24:40.960Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,-1,solved,,73950,3,3,3,325757,,,7558,1726,571
S22,3,470b5bcf-42b9-46a9-a22c-654bedb76371,83c03f77-73cf-4822-9f79-11b264bdbbeb,2030-03-19T08:25:08.151Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,,still_stuck,,8379,1,3,4,2638560,,,7091,2003,587
S10,3,7ea3b4c7-0a09-45c6-9f70-993d71d8921c,a6435771-812c-49fe-9268-4d80ca3b10bb,2030-03-19T08:25:15.226Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,3,0,1,,maybe,24378,2,0,1,,,,3637,1779,540
S18,3,95e87148-6268-4281-a84c-98592dff6e35,9f51433c-3207-4c24-ba88-2738a3a81cb8,2030-03-19T08:29:10.743Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,-1,,maybe,82169,1,0,0,,,,6225,1869,510
S14,3,b89f1f8d-401f-4634-9080-993ecdecb88a,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T08:29:46.635Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,3,0,1,solved,,61388,1,2,2,316531142,,,4157,1706,544
S22,3,6d8f0614-d0b5-4a91-bb17-b2241e66617f,83c03f77-73cf-4822-9f79-11b264bdbbeb,2030-03-19T08:29:56.870Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUndefinedVariable,error,3,0,1,solved,,121213,1,4,4,649688,,,6933,1961,491
S08,3,cf03e8e7-3f6c-4476-8f7c-5477fdcaa09f,2d1b9e19-911c-4c54-907d-b7ba65b068f6,2030-03-19T08:30:18.758Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,-1,solved,no,31794,7,0,1,,,,7355,1841,611
S20,3,76e0df71-9006-40b6-82da-175fcb7a8923,381daf77-05a1-4010-9527-d281c6fe5ce3,2030-03-19T08:32:10.227Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,3,1,,solved,,36534,1,0,0,,,,,,
S14,3,74ca5506-0476-47ad-a281-0617851e87a2,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T08:33:36.201Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,2,0,1,still_stuck,,5597,2,4,4,4205030,,,2868,2073,513
S11,3,7e57597e-07d0-4131-b6d1-2fb06cb3dfc0,5084bb8d-e608-4929-99a8-e2917a11f121,2030-03-19T08:33:58.853Z,selection,selection_keybinding,what_does_this_do,,,,0,0,,still_stuck,,,,0,1,,39,1404,3497,1807,575
S22,3,d6455993-0262-4297-8238-4d704f52bdd1,83c03f77-73cf-4822-9f79-11b264bdbbeb,2030-03-19T08:35:01.563Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,1,solved,,22929,1,0,0,,,,4278,1963,604
S07,3,1a584239-3598-45d4-9e6a-97ec0ba59a8d,db3cdf5d-438c-4196-a851-ce946a41ce5d,2030-03-19T08:35:39.208Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,3,0,1,,maybe,58169,5,2,2,4723456,,,4994,1443,600
S14,3,3aabf1d5-35c4-4b9e-825d-ec0251cd1e6e,3bf1ce46-8da9-42b9-aafb-efe194d964b5,2030-03-19T08:35:56.440Z,selection,selection_lightbulb,free_text,,,,2,0,1,,no,,,0,0,,2,38,8093,2143,572
S24,3,b564daf8-cf58-4bf3-bfbf-b579b0353d5b,f88baae5-c53d-4212-a979-8f821e825967,2030-03-19T08:36:49.977Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,1,solved,maybe,31313,1,1,1,609349793,,,3490,1475,538
S10,3,6f0b7c91-495f-4ec0-bf3a-695286a34854,a6435771-812c-49fe-9268-4d80ca3b10bb,2030-03-19T08:37:37.320Z,selection,selection_keybinding,whats_wrong,,,,0,0,1,,,,,0,0,,1,38,7834,1794,620
S21,3,f0de1ce3-288c-4c81-ae3e-3790e6eb35ed,91b1bf0e-eef2-45b1-9550-6cfe94017aa0,2030-03-19T08:37:39.919Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,1,,no,3431,1,1,5,2772378,,,6157,1866,408
S25,3,1b2bbd32-024b-43bb-9d9a-fd01cc3461ee,6c305bf5-b112-4a31-8580-9d909beab6be,2030-03-19T08:38:40.311Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,,,17554,1,0,0,,,,3235,1305,558
S23,3,be7a3d8e-6711-4239-b7c2-7c1257ba4dfd,34576f02-220d-4d95-b59c-02300abc8ccb,2030-03-19T08:39:04.992Z,selection,sidebar_button,what_does_this_do,,,,3,0,,,,,,0,2,,3,75,2894,1836,596
S21,3,761f048a-fba3-4a57-99ec-90eed4cbee60,91b1bf0e-eef2-45b1-9550-6cfe94017aa0,2030-03-19T08:40:58.239Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,1,,,38206,4,3,3,3101250,,,2840,1852,480
S07,3,ff2864e0-b3d3-42c2-a7ff-de4aca0c3f82,db3cdf5d-438c-4196-a851-ce946a41ce5d,2030-03-19T08:41:20.620Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,,24232,1,1,1,606908266,,,6956,2009,510
S20,3,cf9bff0b-a62d-4c6d-b9c5-89c42e5c60f2,381daf77-05a1-4010-9527-d281c6fe5ce3,2030-03-19T08:42:00.123Z,selection,selection_keybinding,what_does_this_do,,,,2,0,,,maybe,,,0,0,,2,48,3589,1610,491
S22,3,06bea066-c41f-4201-9531-dd389e8d63a6,83c03f77-73cf-4822-9f79-11b264bdbbeb,2030-03-19T08:43:05.399Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,1,,no,23755,2,4,5,1077248,,,3239,1713,455
S24,3,0369208c-b7ee-4eb8-a5fe-16465f241463,f88baae5-c53d-4212-a979-8f821e825967,2030-03-19T08:43:27.934Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,still_stuck,,,,0,0,,5,155,6357,1528,436
S14,3,f1c77fde-8a82-4dd1-8723-2fbb7ecdf3ae,4e19e89d-78a7-4617-b372-47fbdfe35ec2,2030-03-20T19:32:39.871Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUndefinedVariable,error,3,0,,solved,,13003,5,5,5,125943670,,,6032,2216,578
S14,3,4606faf1-44bf-4deb-9f5e-69d8618b5f05,4e19e89d-78a7-4617-b372-47fbdfe35ec2,2030-03-20T19:36:04.449Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,,no,22901,2,2,0,130296909,,,5073,1625,630
S14,3,ff748a26-a96d-464b-a245-d815787bf3ee,4e19e89d-78a7-4617-b372-47fbdfe35ec2,2030-03-20T19:38:48.681Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,0,0,,,no,16536,1,8,8,128529950,,,3851,1098,503
S14,3,9163dc39-c059-4632-8b70-a514176be3e6,4e19e89d-78a7-4617-b372-47fbdfe35ec2,2030-03-20T19:44:53.144Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,1,,,119413,1,2,2,1340148960,,,3980,1917,577
S14,3,bead48c6-7071-4d44-988e-047e6ec69dd5,4e19e89d-78a7-4617-b372-47fbdfe35ec2,2030-03-20T19:46:57.485Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,0,0,1,solved,,8134,3,9,9,488804,,,4767,2041,608
S14,3,dab62be2-0abb-4904-a6a8-8e944c8c089b,4e19e89d-78a7-4617-b372-47fbdfe35ec2,2030-03-20T19:56:43.717Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,3,0,1,still_stuck,no,1846,3,3,5,129124821,,,3901,1677,636
S15,3,6e76d595-26eb-4d3e-80e3-ec9380e003c2,db478973-9927-4449-a2ac-7f03f11900b6,2030-03-21T19:01:51.790Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,3,0,,,,19681,1,1,3,816366953,,,5616,1435,484
S15,3,152609ef-249d-436d-a1ae-bfa20a24ccdc,db478973-9927-4449-a2ac-7f03f11900b6,2030-03-21T19:05:26.019Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,2,0,1,,maybe,33071,1,0,0,,,,4929,1698,457
S21,3,b7e4e4b3-f60b-4c73-ae9d-cc74a3c7ed4a,6cdb4204-3a78-45e0-b444-d9241b3698d9,2030-03-21T19:13:37.489Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,,,no,28876,1,0,0,,,,4964,1896,679
S15,3,644e4762-1010-446a-a5c4-59612b06c7e6,db478973-9927-4449-a2ac-7f03f11900b6,2030-03-21T19:21:13.977Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,0,0,-1,solved,,28934,1,2,4,1162187,,,5524,1853,643
S05,3,d9660434-b33d-4819-8cc1-147faf462157,0c9b8dec-4dd5-427c-9109-257989442c90,2030-03-22T14:27:24.530Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,1,solved,maybe,11085,0,1,5,-19830372,,,4735,1783,564
S05,3,3e34f485-1624-46a7-af0e-b4b5ef96fd23,0c9b8dec-4dd5-427c-9109-257989442c90,2030-03-22T14:28:55.215Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,1,,,27146,3,1,1,1490978911,,,4394,1531,428
S05,3,6c605319-9acb-4fb3-b1d0-accefbccdf2e,0c9b8dec-4dd5-427c-9109-257989442c90,2030-03-22T14:32:28.444Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,3,0,1,,no,186789,4,6,6,886663836,,,4364,1876,489
S05,3,68cc9a1c-2754-4e6e-ae96-c5c1e98f864d,0c9b8dec-4dd5-427c-9109-257989442c90,2030-03-22T14:33:31.508Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,,,,31413,0,7,7,63064,,,4265,1512,537
S05,3,60a8e6fe-e64e-45b1-9dcd-69f4075e411c,0c9b8dec-4dd5-427c-9109-257989442c90,2030-03-22T14:34:45.452Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,0,,,,5505,1,2,2,283046341,,,8249,2094,561
S05,3,8552ede6-ad90-4380-9366-624ea993fce6,0c9b8dec-4dd5-427c-9109-257989442c90,2030-03-22T14:36:57.726Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,3,0,,still_stuck,,30529,0,2,2,888932128,,,3663,1687,496
S05,3,9136faec-8067-469f-af8a-78ec3e0249d8,0c9b8dec-4dd5-427c-9109-257989442c90,2030-03-22T14:45:15.843Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportArgumentType,error,3,0,,solved,,40855,2,4,6,-18585905,,,4878,2026,506
S05,3,f762a026-bd14-43d5-b924-21cfeab581d0,0c9b8dec-4dd5-427c-9109-257989442c90,2030-03-22T14:46:49.448Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,1,,,45992,1,3,3,723996,,,5339,1824,586
S05,3,1fd97141-9932-474b-9652-b4f4e3c24200,0c9b8dec-4dd5-427c-9109-257989442c90,2030-03-22T14:58:37.722Z,selection,selection_codelens,whats_wrong,,,,0,0,,solved,,,,0,0,,3,120,3684,1225,544
S13,3,46f3a1f6-49a0-42ce-93f7-aa0e7f9ba10c,20f1199b-c4aa-4665-8870-ab72a001ebce,2030-03-22T17:30:20.021Z,selection,selection_codelens,whats_wrong,,,,0,0,1,solved,yes,,,0,0,,2,42,4255,1435,618
S14,3,6faa6017-cb8e-4555-83e4-0c6985b0e9e6,e24433a8-2237-4b1e-889e-285ade24bbfa,2030-03-22T18:01:15.534Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportArgumentType,error,3,0,1,,no,17383,3,4,6,165871817,,,2970,1790,504
S14,3,79497be9-49ee-4585-b41f-71cdf03c5cd5,e24433a8-2237-4b1e-889e-285ade24bbfa,2030-03-22T18:16:15.313Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,1,solved,no,38473,0,10,10,167357828,,,3804,1720,546
S14,3,3fb65cf3-cc36-48a0-8c52-86089015f9f8,e24433a8-2237-4b1e-889e-285ade24bbfa,2030-03-22T18:18:46.000Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,-1,,no,4399,1,0,0,,,,4506,2131,615
S14,3,32dcb526-a39e-4264-9148-2c9657fd785e,e24433a8-2237-4b1e-889e-285ade24bbfa,2030-03-22T18:26:18.827Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,,,no,14152,0,6,6,296259823,,,6200,1830,480
S14,3,8d19d649-c247-4489-813d-081b361b3320,e24433a8-2237-4b1e-889e-285ade24bbfa,2030-03-22T18:33:51.905Z,selection,sidebar_button,what_does_this_do,,,,2,0,,solved,,,,0,1,,2,48,2449,1583,566
S05,3,c6eb93b3-55a4-4984-b3d1-b9827d184982,98597ccd-c749-4b07-a3e6-63fdb183cba8,2030-03-22T19:54:17.888Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,0,0,-1,,,21146,4,0,0,,,,4868,1796,564
S05,3,d613163e-dbad-4f10-aa15-2f6b51b2f855,98597ccd-c749-4b07-a3e6-63fdb183cba8,2030-03-22T19:55:01.748Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportArgumentType,error,2,0,,,,4314,1,3,3,300946329,,,2848,1257,576
S05,3,fae8c36c-cbaf-426c-9797-80c8c444e6bd,98597ccd-c749-4b07-a3e6-63fdb183cba8,2030-03-22T19:57:14.703Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,,no,35718,3,0,0,,,,3253,1857,725
S05,3,766f385d-6dab-410f-a716-816036fff0c3,98597ccd-c749-4b07-a3e6-63fdb183cba8,2030-03-22T19:57:54.902Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,0,1,,solved,no,6286,0,0,4,,,,,,
S19,3,8010a014-46c9-4618-93e4-9e3395c6d235,083f70e7-2e80-4445-b8db-d3fc184d32bd,2030-03-23T16:43:53.198Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUnusedExpression,warning,2,0,1,solved,no,15392,1,1,1,378254733,,,3867,1663,442
S19,3,156052e0-7999-433d-8e00-0b4ca0315947,083f70e7-2e80-4445-b8db-d3fc184d32bd,2030-03-23T16:44:02.830Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,2,0,,,,36542,3,0,0,,,,4053,1495,516
S19,3,f5bb0c63-8ef5-4f5a-a5d6-16c2cbce58a6,083f70e7-2e80-4445-b8db-d3fc184d32bd,2030-03-23T16:55:30.666Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,2,0,1,,maybe,73792,3,1,1,1585215639,,,4078,1703,438
S19,3,81584777-6065-4e40-ab1f-5109da6a880d,083f70e7-2e80-4445-b8db-d3fc184d32bd,2030-03-23T17:00:29.480Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportArgumentType,error,0,0,-1,,maybe,123023,1,2,2,298814,,,4967,1686,584
S22,3,9cffceb9-9d76-481f-a782-4ecefa54f69c,00002aaa-0d1b-4929-901a-edd210d0f2ac,2030-03-23T17:15:54.946Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,1,,solved,no,26744,1,5,6,376369547,,,,,
S22,3,0f5d1bff-cbdc-468d-aa07-a1129f5741a5,00002aaa-0d1b-4929-901a-edd210d0f2ac,2030-03-23T17:16:47.861Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,2,0,1,still_stuck,maybe,10771,1,1,1,376906298,,,3547,1505,611
S22,3,906ad682-aaca-45d9-b40c-ad844ff8eb6d,00002aaa-0d1b-4929-901a-edd210d0f2ac,2030-03-23T17:18:26.512Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,2,1,,solved,maybe,18050,0,4,4,378426641,,,,,
S22,3,bfdb82f1-7d96-41ac-85c0-7135ba1a8c8c,00002aaa-0d1b-4929-901a-edd210d0f2ac,2030-03-23T17:20:41.014Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,3,0,-1,solved,,17241,2,6,7,286068,,,3703,1902,477
S22,3,1db4cf4f-74fe-4032-b55b-2452970f0d67,00002aaa-0d1b-4929-901a-edd210d0f2ac,2030-03-23T17:33:52.236Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,1,,,23096,2,0,0,,,,3737,1682,600
S22,3,fe101d48-2c97-4d83-944b-517ea20d8083,00002aaa-0d1b-4929-901a-edd210d0f2ac,2030-03-23T17:37:23.503Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,3,0,1,,no,16730,0,1,1,211267,,,3468,2000,482
S22,3,34634d0f-a9ff-47c8-975d-16d6c0b274fa,00002aaa-0d1b-4929-901a-edd210d0f2ac,2030-03-23T17:39:57.980Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportArgumentType,error,2,0,,,no,16003,0,7,8,1156966,,,2986,2176,560
S22,3,7207f6a1-bd4e-4230-ada2-06a863301514,00002aaa-0d1b-4929-901a-edd210d0f2ac,2030-03-23T17:47:57.513Z,selection,selection_codelens,free_text,,,,3,0,,,no,,,0,0,,36,1188,5722,1599,407
